"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
29,"admin.","married","university.degree","no","yes","no","cellular","apr","fri",430,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"self-employed","married","basic.9y","","yes","no","cellular","jul","thu",226,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
31,"blue-collar","single","basic.4y","no","no","no","cellular","jul","mon",116,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
49,"technician","married","professional.course","no","no","no","telephone","jun","thu",77,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
50,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",153,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
39,"blue-collar","single","basic.9y","","yes","no","cellular","may","wed",82,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
41,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",211,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
48,"blue-collar","married","professional.course","no","yes","no","telephone","may","tue",140,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
54,"blue-collar","married","basic.6y","","no","no","telephone","jun","thu",2025,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"yes"
39,"blue-collar","married","basic.9y","","yes","no","telephone","jun","mon",389,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
47,"blue-collar","married","basic.6y","","no","no","cellular","jul","fri",51,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
56,"technician","divorced","university.degree","","yes","no","cellular","jul","thu",49,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
26,"admin.","single","university.degree","no","no","no","telephone","aug","mon",1087,1,3,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"yes"
35,"entrepreneur","single","university.degree","no","yes","no","cellular","jul","mon",88,5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
28,"technician","single","university.degree","no","yes","no","cellular","apr","fri",148,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.663,5008.7,"no"
42,"blue-collar","married","","","yes","no","telephone","jun","thu",280,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
40,"admin.","single","high.school","no","no","no","cellular","may","tue",17,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
26,"admin.","single","university.degree","no","","","cellular","apr","thu",176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
62,"technician","married","","no","no","no","cellular","mar","mon",435,3,6,1,"success",-1.8,93.369,-34.8,0.646,5008.7,"no"
48,"blue-collar","married","basic.4y","","yes","no","telephone","jun","mon",61,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
28,"blue-collar","married","basic.9y","no","yes","no","telephone","may","tue",180,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"technician","single","university.degree","no","yes","no","cellular","aug","tue",297,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
37,"blue-collar","married","basic.9y","","no","yes","telephone","jul","thu",88,7,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
30,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",170,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"blue-collar","married","high.school","no","no","no","cellular","may","tue",895,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes"
36,"blue-collar","single","basic.6y","","no","no","cellular","jul","mon",276,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
51,"blue-collar","divorced","basic.9y","no","yes","no","cellular","may","wed",337,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
33,"unemployed","divorced","basic.9y","no","yes","no","telephone","may","thu",180,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
25,"technician","","university.degree","no","yes","yes","cellular","may","mon",150,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
43,"services","married","high.school","","no","no","cellular","jul","thu",126,19,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
31,"management","single","university.degree","no","no","no","cellular","nov","thu",319,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
55,"","married","university.degree","","","","telephone","may","mon",362,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"blue-collar","married","basic.9y","","yes","yes","telephone","may","mon",100,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
30,"services","divorced","basic.9y","no","no","no","telephone","may","thu",177,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
44,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",460,4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
49,"blue-collar","married","basic.4y","","no","no","telephone","may","wed",154,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
44,"admin.","married","high.school","no","no","no","telephone","may","wed",228,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
37,"blue-collar","divorced","basic.9y","","yes","no","telephone","may","thu",219,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
26,"admin.","single","university.degree","no","yes","yes","cellular","apr","tue",295,4,6,2,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes"
34,"technician","single","basic.9y","no","yes","no","cellular","aug","mon",140,3,999,0,"nonexistent",-1.7,94.027,-38.3,0.896,4991.6,"no"
30,"blue-collar","single","basic.4y","no","no","no","telephone","may","thu",41,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
39,"blue-collar","married","basic.4y","","yes","no","telephone","may","wed",829,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
48,"technician","married","","","no","no","cellular","nov","mon",159,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
38,"services","married","high.school","","no","no","cellular","may","mon",323,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
39,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",216,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"admin.","single","university.degree","no","yes","yes","cellular","may","mon",439,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
31,"admin.","single","high.school","no","no","no","cellular","nov","fri",186,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
43,"admin.","married","university.degree","no","no","yes","cellular","aug","fri",24,9,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"blue-collar","married","basic.6y","","yes","no","telephone","may","tue",389,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
31,"entrepreneur","married","high.school","no","yes","yes","cellular","nov","wed",112,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
54,"retired","married","high.school","","no","no","telephone","may","tue",119,10,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
26,"admin.","single","high.school","no","no","no","cellular","may","mon",610,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes"
55,"admin.","married","high.school","no","yes","no","cellular","nov","fri",585,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
29,"admin.","married","basic.9y","no","yes","no","telephone","may","tue",197,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"admin.","divorced","university.degree","no","yes","no","cellular","aug","thu",294,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.829,5076.2,"no"
33,"management","married","university.degree","no","no","no","telephone","may","thu",178,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
43,"unemployed","married","professional.course","no","no","no","telephone","aug","tue",18,12,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
30,"","married","university.degree","no","yes","no","cellular","aug","mon",171,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
34,"blue-collar","single","high.school","no","yes","no","cellular","nov","tue",117,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
31,"management","married","basic.9y","no","no","yes","telephone","may","wed",161,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
53,"technician","married","professional.course","no","yes","yes","cellular","sep","fri",730,1,999,1,"failure",-3.4,92.379,-29.8,0.803,5017.5,"yes"
53,"admin.","married","basic.9y","no","yes","yes","telephone","may","thu",548,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
37,"management","single","basic.9y","no","no","no","cellular","oct","thu",137,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.741,5017.5,"yes"
35,"services","single","high.school","no","no","no","cellular","may","fri",198,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
30,"admin.","married","university.degree","no","yes","no","telephone","oct","wed",196,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.735,5017.5,"no"
31,"admin.","single","university.degree","no","no","yes","cellular","aug","tue",358,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
43,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",128,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
44,"blue-collar","married","basic.9y","","no","no","telephone","may","mon",219,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"blue-collar","single","basic.9y","no","yes","yes","cellular","may","tue",174,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
52,"management","married","university.degree","no","yes","no","cellular","aug","tue",439,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
31,"blue-collar","single","high.school","no","no","no","cellular","may","thu",451,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
40,"blue-collar","married","professional.course","no","yes","no","cellular","jul","mon",108,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"admin.","married","university.degree","no","yes","no","cellular","jun","tue",80,1,999,1,"failure",-2.9,92.963,-40.8,1.262,5076.2,"no"
35,"technician","single","university.degree","no","no","no","cellular","aug","wed",118,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
34,"services","married","high.school","","no","no","cellular","may","tue",148,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
36,"admin.","married","university.degree","no","yes","yes","telephone","may","wed",362,5,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
57,"management","divorced","university.degree","","yes","yes","telephone","jun","tue",236,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
41,"self-employed","married","basic.9y","no","no","no","cellular","jul","fri",134,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
22,"student","single","high.school","no","no","no","cellular","may","tue",304,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
38,"self-employed","married","professional.course","no","yes","no","cellular","apr","thu",779,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
54,"services","married","high.school","","no","no","telephone","jul","thu",105,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
57,"entrepreneur","married","high.school","no","no","no","cellular","nov","thu",199,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
50,"unemployed","married","professional.course","no","no","no","cellular","jul","thu",74,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
58,"entrepreneur","married","basic.4y","no","no","yes","cellular","nov","tue",164,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
28,"entrepreneur","married","basic.4y","","no","no","cellular","jul","mon",482,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
55,"technician","married","","no","no","no","cellular","jul","fri",173,8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
48,"blue-collar","married","basic.4y","","no","no","cellular","jul","thu",107,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
34,"services","married","professional.course","no","yes","yes","cellular","may","mon",675,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
38,"blue-collar","divorced","basic.9y","no","no","no","cellular","jul","fri",128,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
40,"admin.","single","high.school","no","no","yes","telephone","may","thu",110,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
73,"retired","divorced","basic.4y","no","yes","no","cellular","oct","mon",127,2,999,3,"failure",-3.4,92.431,-26.9,0.731,5017.5,"no"
45,"housemaid","divorced","basic.4y","","no","no","cellular","jul","fri",420,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
43,"self-employed","single","professional.course","","no","no","telephone","may","fri",223,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
30,"services","married","high.school","","no","yes","cellular","nov","thu",178,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
29,"admin.","single","high.school","no","no","no","cellular","jun","wed",108,5,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"no"
57,"services","divorced","high.school","no","yes","no","telephone","may","wed",72,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
30,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",141,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
55,"blue-collar","married","illiterate","no","no","no","cellular","jul","tue",129,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
32,"blue-collar","single","basic.6y","no","yes","no","telephone","may","mon",130,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
43,"technician","single","high.school","no","no","no","telephone","jun","mon",153,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
29,"admin.","married","high.school","no","no","no","telephone","jun","mon",100,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
29,"services","divorced","high.school","no","no","no","cellular","may","tue",259,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
34,"entrepreneur","married","basic.4y","no","yes","no","telephone","may","fri",233,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
31,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",86,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
37,"management","married","university.degree","no","no","yes","cellular","may","tue",252,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
40,"blue-collar","married","basic.6y","","yes","no","cellular","jul","mon",127,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
47,"blue-collar","married","","","no","no","telephone","may","thu",361,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
53,"self-employed","married","basic.4y","no","no","no","telephone","may","tue",29,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"technician","single","professional.course","no","yes","yes","cellular","aug","wed",952,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes"
40,"admin.","married","professional.course","no","yes","yes","cellular","jul","thu",203,6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
48,"admin.","married","high.school","no","no","no","telephone","may","mon",125,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",510,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
25,"admin.","single","basic.9y","no","yes","no","cellular","jul","thu",115,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
40,"retired","married","professional.course","no","yes","no","telephone","jun","thu",219,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
35,"entrepreneur","married","university.degree","no","no","no","telephone","jun","mon",513,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"yes"
31,"unemployed","divorced","basic.4y","no","yes","no","telephone","jun","wed",48,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
37,"management","married","high.school","no","yes","no","cellular","aug","thu",633,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes"
35,"technician","married","professional.course","","yes","no","cellular","aug","mon",189,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
31,"admin.","divorced","high.school","no","no","no","cellular","aug","thu",12,10,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
40,"admin.","divorced","university.degree","no","no","no","cellular","apr","wed",143,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"yes"
29,"admin.","single","university.degree","no","no","no","cellular","may","wed",132,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
57,"blue-collar","married","basic.4y","no","no","no","telephone","jun","fri",19,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
57,"technician","single","professional.course","no","yes","no","cellular","jul","thu",155,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
42,"unemployed","married","high.school","","no","no","telephone","may","mon",181,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"technician","married","professional.course","no","yes","no","cellular","aug","wed",87,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
37,"technician","single","university.degree","no","yes","no","telephone","may","thu",248,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
36,"services","married","basic.9y","no","no","yes","cellular","may","wed",36,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
38,"blue-collar","married","basic.9y","","no","no","cellular","nov","wed",145,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
